Front-End Reactive Architectures: Explore the Future of the Front-End using Reactive JavaScript Frameworks and Libraries;Luca Mezzalira;2018
The Introvert's Edge;Derek Lewis, Matthew Pollard;2018
Practical AWS Networking;Mitesh Soni;2018
Strategy Plain and Simple;Vaughan Evans;2018
IBM QRadar Version 7.3 Planning and Installation Guide;Warren Perez, Kenneth Gonzalez, Jeffry Arias, Francisco Villalobos, Fabian Alfaro, Elias Carabaguiaz;2018
Signal and Power Integrity - Simplified, Third Edition;Eric Bogatin;2018
After Effects for Designers;Chris Jackson;2018
Negotiating with Winning Words;Michael Schatzki;2018
Project Management and Leadership Challenges, Volume I;M. Aslam Mirza;2018
Magnificent Leadership;Sarah Levitt;2018
Seismic Analysis and Design Using the Endurance Time Method, Volume I;Hasssan Vafai, Homayoon Estekanchi;2018
Statistical Rethinking;Richard McElreath;2018
Practical Android: 14 Complete Projects on Advanced Techniques and Approaches;Mark Wickham;2018
This Is Service Design Doing;Marc Stickdorn, Adam Lawrence, Markus Edgar Hormess, Jakob Schneider;2018
Head First Learn to Code;Eric Freeman;2018
Computer Vision with OpenCV 3 and Qt5;Amin Ahmadi Tazehkandi;2018
The Fujifilm X100F;Rico Pfirstinger;2018
International Journal of Applied Geospatial Research (IJAGR) Volume 9, Issue 1;Donald Patrick Albert;2018
International Journal of Rough Sets and Data Analysis (IJRSDA) Volume 5, Issue 1;Nilanjan Dey;2018
International Journal of E-Health and Medical Communications (IJEHMC) Volume 9, Issue 1;Joel Rodrigues;2018
International Journal of Reliable and Quality E-Healthcare (IJRQEH) Volume 7, Issue 1;Anastasius Moumtzoglou;2018
International Journal of Public Administration in the Digital Age (IJPADA) Volume 5, Issue 1;Manuel Pedro Rodríguez Bolívar, Christopher Reddick;2018
International Journal of Mobile Human Computer Interaction (IJMHCI) Volume 10, Issue 1;Joanna Lumsden;2018
International Journal of Intelligent Information Technologies (IJIIT) Volume 14, Issue 1;Vijayan Sugumaran;2018
International Journal of E-Planning Research (IJEPR) Volume 7, Issue 1;Carlos Silva;2018
International Journal of Ambient Computing and Intelligence (IJACI) Volume 9, Issue 1;Nilanjan Dey;2018
International Journal of Knowledge-Based Organizations (IJKBO) Volume 8, Issue 1;John Wang;2018
Journal of Global Information Management (JGIM) Volume 26, Issue 1;Zuopeng Zhang;2018
International Journal of Mobile and Blended Learning (IJMBL) Volume 10, Issue 1;David Parsons;2018
International Journal of Decision Support System Technology (IJDSST) Volume 10, Issue 1;Pascale Zaraté;2018
International Journal of Technology and Human Interaction (IJTHI) Volume 14, Issue 1;Chia-Wen Tsai, Anabela Mesquita;2018
International Journal of Information Security and Privacy (IJISP) Volume 12, Issue 1;Dalei Wu, Li Yang;2018
International Journal of Online Pedagogy and Course Design (IJOPCD) Volume 8, Issue 1;Pei-Di Shen, Chia-Wen Tsai;2018
International Journal of Web Services Research (IJWSR) Volume 15, Issue 1;Liang-Jie Zhang;2018
International Journal of Bias, Identity and Diversities in Education (IJBIDE) Volume 3, Issue 1;Yongjian Li, Julie Byrd Clark, Fred Dervin;2018
International Journal of Embedded and Real-Time Communication Systems (IJERTCS) Volume 9, Issue 1;Sergey Balandin;2018
International Journal on Semantic Web and Information Systems (IJSWIS) Volume 14, Issue 1;Miltiadis Lytras;2018
The Trouble with Homogeneous Teams;Martha E. Mangelsdorf;2018
A New Approach to Designing Work;James Repenning, Don Kieffer, Nelson Repenning;2018
The Pitfalls of Non-GAAP Metrics;David Aboody, Daniel Taylor, Ian D. Gow, Doron Israeli, Peter Joos, Pablo Fernandez, Charles E. Wasley, Mary E. Barth, Paul M. Healy, S. David Young, H. David Sherman;2018
How to Test Your Assumptions;Jon Fjeld;2018
Building Scalable Business Models;Ted Zoller, Karolin Frankenberger, Oliver Gassmann, Patrick Spieth, Ilan Oshri, Christopher B. Bingham, Henk W. Volberda, Joseph V. Sinfield, Daniel Oyon, Quy N. Huy, Christoph Zott, Morten Lund, Christian Nielsen;2018
When Jobs Become Commodities;Thomas H Davenport;2018
The Fatal Flaw of AI Implementation;Jeanne W. Ross;2018
Why Some Platforms Are Better Than Others;Jonathan Knee;2018
The Truth About Hierarchy;J. Stuart Bunderson, Bret Sanner;2018
What Sets Breakthrough Strategies Apart;Todd Zenger, Teppo Felin;2018
Winning with Open Process Innovation;Martin Wörter, Georg Von Krogh, Torbjørn Netland;2018
Is Your Company Ready for a Digital Future?;Stephanie L. Woerner, Peter Weill;2018
The Board's Role in Managing Cybersecurity Risks;Friso Van der Oord, James Kaplan, Ray A. Rothrock;2018
Surviving a Day Without Smartphones;Massimo Bergami, Gabriele Morandin, Marcello Russo;2018
Developing Successful Strategic Partnerships with Universities;Max Riedel, Lars Frølund, Fiona Murray;2018
Leading in a Time of Increased Expectations;Paul Michelman;2018
Is the Threat of Digital Disruption Overhyped?;Bruce Posner;2018
What to Expect From Agile;Julian Birkinshaw;2018
International Journal of Information Technologies and Systems Approach (IJITSA) Volume 11, Issue 1;Manuel Mora;2018
International Journal of ICT Research in Africa and the Middle East (IJICTRAME) Volume 7, Issue 1;Ewa Lechman, Bryan Christiansen;2018
Information Resources Management Journal (IRMJ) Volume 31, Issue 1;George Kelley;2018
International Journal of Information Systems and Supply Chain Management (IJISSCM) Volume 11, Issue 1;John Wang;2018
International Journal of Business Data Communications and Networking (IJBDCN) Volume 14, Issue 1;Zoubir Mammeri;2018
International Journal of Energy Optimization and Engineering (IJEOE) Volume 7, Issue 1;Pandian Vasant, Dieu Vo, Gerhard-Wilhelm Weber;2018
International Journal of Asian Business and Information Management (IJABIM) Volume 9, Issue 1;Patricia Ordóñez de Pablos;2018
International Journal of Productivity Management and Assessment Technologies (IJPMAT) Volume 6, Issue 1;Bryan Christiansen, Oxana Karnaukhova;2018
CIOs and the Future of IT;George F. Colony;2018
How to Develop a Strategy for Execution;James Yoder, Charles Sull, Stefano Turconi, Donald N. Sull;2018
Could the Big Technology Companies of Today Be the Financial Advisers of Tomorrow?;Anthony Runco, Terrance Rogers, Peter Nolan, Luis Viceira;2018
Integrating Analytics in Your Organization: Lessons from the Sports Industry;Ben Shields;2018
Turning Strategy Into Results;James Yoder, Charles Sull, Stefano Turconi, Donald N. Sull;2018
Manufacturers Can Also Win in the Sharing Economy;Frieda Klotz;2018
Four Logics of Corporate Strategy;Dale Yoder, Charles Sull, Stefano Turconi, Donald N. Sull;2018
Going Mobile: The Personalized, On-Demand Future of Urban Transportation;David Gonsalvez, Charles H. Fine, Venkat Sumantran;2018
Improving Your Digital Intelligence;Nicolas van Zeebroeck, Bryce Hall, Tanguy Catlin, Jacques Bughin;2018
Surviving in an Increasingly Digital Ecosystem;Stephanie L. Woerner, Peter Weill;2018
Data Science on the Google Cloud Platform;Valliappa Lakshmanan;2017
Improving Agile Retrospectives: Helping Teams Become More Efficient, 1/e;Marc Loeffler;2017
Computer Networking Problems and Solutions;Ethan Banks, Russ White;2017
Hands-On Chatbots and Conversational UI Development;Srini Janarthanam;2017
Isomorphic Go;Kamesh Balasubramanian;2017
Learn to Create WordPress Themes by Building 5 Projects;Eduonix Learning Solutions;2017
Mastering Node.js - Second Edition;Kevin Faaborg, Sandro Pasquali;2017
Enterprise Cloud Security and Governance;Zeal Vora;2017
Designing Purpose-Built Drones for Ardupilot Pixhawk 2.1;Ty Audronis;2017
Simple and Usable Web, Mobile, and Interaction Design, Second Edition;Giles Colborne;2017
The LMS Guidebook: Learning Management Systems Demystified;Steve Foreman;2017
Effective Java, Third Edition;Joshua Bloch;2017
Cloud Native programming with Golang;Martin Helmich, Mina Andrawos;2017
Building RESTful Web services with Go;Naren Yellavula;2017
Kali Linux Wireless Penetration Testing Beginner's Guide - Third Edition;Vivek Ramachandran, Cameron Buchanan;2017
Full-Stack Vue.js 2 and Laravel 5;Anthony Gore;2017
A Practical Guide for Holistic Project Management;Lex van der Heijden;2017
Childhood Autism Spectrum Disorder;Amanda Guld Fisher, Jessica Glass Kendorski;2017
Protecting Clean Air;Sarah J. Simon;2017
The Disaster Recovery Handbook, 3rd Edition;Lawrence Webber, Michael Wallace;2017
iPhone: The Missing Manual, 11th Edition;David Pogue;2017
Python: Advanced Predictive Analytics;Joseph Babcock, Ashish Kumar;2017
Vue.js 2.x by Example;Mike Street;2017
Cacti Beginner's Guide - Second Edition;Thomas Urban;2017
Qlik Sense: Advanced Data Visualization for Your Organization;Ferran Garcia Pagans, Neeraj Kharpate, Philip Hand, James Richardson, Dr. Henric Cronstrom, Dr. Christopher Ilacqua;2017
Adobe Photoshop CC Classroom in a Book (2018 release);Conrad Chavez, Andrew Faulkner;2017
Body Language Sales Secrets;Karinch Maryann, McCormick Jim;2017
The Unstoppable Organization;Casemore Shawn;2017
The Power of Collaboration;Singer Spitzer Thea;2017
IBM SPSS Modeler Essentials;Keith McCormick, Jesus Salcedo;2017
Learning Alteryx;Renato Baruti;2017
The Pocket Universal Principles of Art;John A Parks;2017
Nexus Framework for Scaling Scrum, The: Continuously Delivering an Integrated Product with Multiple Scrum Teams, 1/e;Dave West, Patricia Kong, Kurt Bittner;2017
Learning C# 7 By Developing Games with Unity 2017 - Third Edition;Micael DaGraca, Greg Lukosek;2017
Branding Yourself, 3rd Edition;Kyle Lacy, Erik Deckers;2017
Mike Meyers' CompTIA Security+ Certification Guide, Second Edition (Exam SY0-501), 2nd Edition;Scott Jernigan, Mike Meyers;2017
Programming iOS 11;Matt Neuburg;2017
Architectural Patterns;Harihara Subramanian, Anupama Raman, Pethuru Raj;2017
Apache Kafka 1.0 Cookbook;Raul Estrada;2017
Learning Google BigQuery;Eric Brown, Thirukkumaran Haridass;2017
Practical Internet of Things with JavaScript;Arvind Ravulavaru;2017
Building Microservices with .NET Core 2.0 - Second Edition;Gaurav Aroraa;2017
Adobe Animate CC Classroom in a Book (2018 release);Russell Chun;2017
Blender 3D Printing by Example;Vicky Somma;2017
Learning Elastic Stack 6.0;Sharath Kumar M N, Pranav Shukla;2017
R Programming By Example;Omar Trejo Navarro;2017
IBM CICS Asynchronous API: Concurrent Processing Made Simple;Chris Poole, Anthony Papageorgiou, Jenny He, Julian Horn, Pradeep Gohil;2017
Salesforce CRM Admin Cookbook - Second Edition;Paul Goodey;2017
Ensemble Machine Learning;Ankit Dixit;2017
Containers in OpenStack;Madhuri Kumari, Pradeep Kumar Singh;2017
iOS 11 Swift Programming Cookbook;Vandad Nahavandipoor;2017
Windows 10 Step by Step, Second Edition;Joan Lambert;2017
Take Control of Speeding Up Your Mac, 2nd Edition;Joe Kissell;2017
Take Control of Maintaining Your Mac, 3rd Edition;Joe Kissell;2017
IBM zPDT Guide and Reference;Bill Ogden;2017
Developing Professional iPhone Photography: Using Photoshop, Lightroom, and other iOS and Desktop Apps to Create and Edit Photos;Rafiq Elmansy;2017
TypeScript 2.x By Example;Sachin Ohri;2017
SciPy Recipes;V Kishore Ayyadevara, Ruben Oliva Ramos, L. Felipe Martins;2017
Hands-on DevOps;Sricharan Vadapalli;2017
Learning Continuous Integration with Jenkins - Second Edition;Nikhil Pathania;2017
Practical Machine Learning with Python: A Problem-Solver's Guide to Building Real-World Intelligent Systems;Tushar Sharma, Raghav Bali, Dipanjan Sarkar;2017
Learn Salesforce Lightning: The Visual Guide to the Lightning UI;Rachelle Hoffman, Felicia Duarte;2017
Kubernetes in Action;Marko Luk'a;2017
Robert Jones' Makeup Masterclass;Robert Jones;2017
Introduction to Storage Area Networks;Libor Miklas, Shanmuganathan Kumaravel, Hector Hugo Ibarra, Pall Beck, Jon Tate;2017
Digital Forensics with Kali Linux;Shiva V.N. Parasram;2017
Create Your Life Book;Tamara Laporte;2017
Swift 4 for Absolute Beginners: Develop Apps for iOS;Gary Bennett, Brad Lees, Stefan Kaczmarek;2017
Fundamentals of Predictive Analytics with JMP, Second Edition;B. D. McCullough, Ron Klimberg;2017
Sams Teach Yourself ASP.NET Core in 24 Hours, 1e;Jeffrey T. Fritz;2017
Take Control of Backing Up Your Mac, 3rd Edition;Joe Kissell;2017
Take Control of Troubleshooting Your Mac, 3rd Edition;Joe Kissell;2017
Assessing and Improving Prediction and Classification: Theory and Algorithms in C++;Timothy Masters;2017
Beginning Xamarin Development for the Mac: Create iOS, watchOS, and Apple tvOS apps with Xamarin.iOS and Visual Studio for Mac;Dawid Borycki;2017
Building Sensor Networks;Krzysztof Iniewski, Ioanis Nikolaidis;2017
Advanced Digital Optical Communications, Second Edition, 2nd Edition;Le Nguyen Binh;2017
Quantum Optics for Engineers;F.J. Duarte;2017
CompTIA Security+ SY0-501 Exam Cram, Fifth Edition;Martin M. Weiss, Diane Barrett;2017
Adobe InDesign CC Classroom in a Book (2018 release), First Edition;Kelly Kordes Anton, Tina DeJarld;2017
The Evolution of Cloud Computing: How to plan for change;Clive Longbottom;2017
The Human Being’s Guide to Business Growth;Gregory Scott Chambers;2017
Delivering Benefit: Technical Leadership Capabilities;Robina Chatham, Brian Sutton;2017
World Wide Data;Alfonso Asensio;2017
Environmental Engineering Dictionary of Technical Terms and Phrases;Georgios Michos, Francis J. Hopcroft;2017
Microsoft Hybrid Cloud Unleashed with Azure Stack and Azure, First Edition;Janaka Rangama, Jakob Gottlieb Svendsen, Mark Scholman, Steve Buchanan, Kerrie Meyler;2017
Adobe After Effects CC Classroom in a Book (2018 release), First Edition;Brie Gyncild, Lisa Fridsma;2017
Trusted Computing;Tsinghua University Tsinghua University Press, Dengguo Feng;2017
DHL;Roger Bowie, Po Chung;2017
Web Applications with Javascript or Java;Mircea Diaconescu, Gerd Wagner;2017
Oracle Business Intelligence with Machine Learning : Artificial Intelligence Techniques in OBIEE for Actionable BI;Lakshman Bulusu, Rosendo Abellera;2017
The Tao of Microservices;Richard Rodger;2017
Navigating Your Way to Startup Success;Harlan T Beverly;2017
Measuring Marketing;John A. Davis;2017
XML and JSON Recipes for SQL Server: A Problem-Solution Approach;Alex Grinberg;2017
Learning Spark Streaming;Gerard Maas, Francois Garillot;2017
Management Strategies and Technology Fluidity in the Asian Business Sector;Patricia Ordóñez de Pablos;2017
Data Leadership for K-12 Schools in a Time of Accountability;Mindy Crain-Dorough, Evan G. Mense;2017
Geospatial Technologies in Urban System Development: Emerging Research and Opportunities (Research Insight);Nilanchal Patel, Akhouri Pramod Krishna, Alok Bhushan Mukherjee;2017
Designing Distributed Systems;Brendan Burns;2017
Supply Chain Management Strategies and Risk Assessment in Retail Environments;Swapnil Saurav, Akhilesh Kumar;2017
Emerging Self-Directed Learning Strategies in the Digital Age;Frank G. Giuseffi;2017
Innovative Practices in Teacher Preparation and Graduate-Level Teacher Education Programs;Amy J. Good, Teresa M. Petty, Michael Putman, Drew Polly;2017
Screen and UI performance;Doug Sillars;2017
Aircraft Performance and Sizing, Volume I;Timothy Takahashi;2017
Documentary Editing;Jacob Bricca;2017
DevOps Defined;Ryn Daniels, Jennifer Davis;2017
Designing Connected Content: Plan and Model Digital Products for Today and Tomorrow, First Edition;Carrie Hane, Mike Atherton;2017
Introducing Electron;Felix Rieseberg;2017
Minimum viable products and prototypes;Jeff Gothelf, Josh Seiden;2017
Gathering customer data;Jessica Rich, Travis Lowdermilk;2017
Understanding Web Performance;Tom Barker;2017
The frontend's high performance responsive design;Tom Barker;2017
10 essentials for gamestorming;James Macanufo, Sunni Brown, Dave Gray;2017
Web Performance and the Customer Experience;Tom Barker;2017
Major Sociocultural Trends Shaping the Contemporary World;K.H. Yeganeh;2017
Bioinspiration in Business and Management;Taryn Mead;2017
The Business Model Book;Prof. Gerard George, Dr. Adam J. Bock;2017
Mindfulness for Busy People, 2nd Edition;Dr. Emily Shaw, Dr. Josie Seydel, Dr. Michael Sinclair;2017
Measurement tools for high performance;Maximiliano Firtman;2017
Load balancing at the frontend;Sarah Chavis, Piotr Lewandowski;2017
Transitioning to Agile;Rick Freedman;2017
Learn Computer Science with Swift: Computation Concepts, Programming Paradigms, Data Management, and Modern Component Architectures with Swift and Playgrounds;Jesse Feiler;2017
Oracle WebLogic Server 12c Administration I Exam 1Z0-133: A Comprehensive Certification Guide;Gustavo Garnica;2017
Aircraft Performance and Sizing, Volume II;Timothy Takahashi;2017
Agile Management;Mike Hoogveld;2017
My iPhone for Seniors: Covers all iPhones running iOS 11, Fourth Edition;Brad Miser;2017
Wireshark Revealed: Essential Skills for IT Professionals;Charit Mishra, Yoram Orzach, James H Baxter;2017
The New Business Road Test, 5th Edition;John Mullins;2017
What is Agile?;Andrew Stellman, Jennifer Greene;2017
Network Automation at Scale;Seth House, Mircea Ulinic;2017
Mastering Entity Framework Core 2.0;Prabhakaran Anbazhagan;2017
Mastering VMware vSphere 6.5;Karel Novak, Paolo Valsecchi, Andrea Mauro;2017
Data Mining Algorithms in C++: Data Patterns and Algorithms for Modern Applications;Timothy Masters;2017
Build Android-Based Smart Applications: Using Rules Engines, NLP and Automation Frameworks;Chinmoy Mukherjee;2017
Pandas for Everyone: Python Data Analysis, First Edition;Daniel Y. Chen;2017
Metal Programming Guide: Tutorial and Reference via Swift;Janie Clayton;2017
Mobile Forensics Cookbook;Igor Mikhaylov;2017
Understanding Agile DevOps;Jim Bird;2017
Holistic Approaches to Brand Culture and Communication Across Industries;M. Anil Ramesh, Santosh Kumar Biswal, Sabyasachi Dasgupta;2017
Free and Open Source Software in Modern Data Science and Business Intelligence: Emerging Research and Opportunities (Research Insight);Krishnaraj P.M., Ganesh Chandra Deka, K.G. Srinivasa;2017
Browser image loading;Nick Doyle, Yoav Weiss, Guy Podjarny, Tim Kadlec, Colin Bendell, Mike McCall;2017
Memory management;Gaurav Vaish;2017
Ethical Issues in Social Work Practice;Ana Frunza, Antonio Sandu;2017
Ethics and Decision-Making for Sustainable Business Practices;Ionica Oncioiu;2017
Conversion rate optimization;Andrew B. King;2017
Option Volatility & Pricing Workbook: Practicing Advanced Trading Strategies and Techniques;Sheldon Natenberg;2017
Optimizing images;Lara Callender Hogan;2017
HTTP protocols;Ilya Grigorik;2017
Swarm v. Fleet v. Kubernetes v. Mesos;Adrian Mouat;2017
Web performance basics;Maximiliano Firtman;2017
Classical Storytelling and Contemporary Screenwriting;Brian Price;2017
Learning ASP.NET Core 2.0;Michel Bruchet, Jason De Oliveira;2017
Customer Service Training 101, 3rd Edition;Renee Evenson;2017
Build Better Chatbots: A Complete Guide to Getting Started with Chatbots;Anik Das, Rashid Khan;2017
Security Automation with Ansible 2;Akash Mahajan, Madhu Akula;2017
Kali Linux Wireless Penetration Testing Cookbook;Sean-Philip Oriyano;2017
Responsive Web Design by Example;Frahaan Hussain;2017
Adobe Illustrator CC Classroom in a Book (2018 release), First Edition;Brian Wood;2017
Pro JavaFX 9: A Definitive Guide to Building Desktop, Mobile, and Embedded Java Clients;Dean Iverson, James Weaver, Weiqi Gao, Stephen Chin, Johan Vos;2017
Starting a Talent Development Program;Elaine Biech;2017
My iPad for Seniors, Fifth Edition;David L. Prowse;2017
wxPython Recipes: A Problem - Solution Approach;Mike Driscoll;2017
Nutrition for Dancers;Eva-Maria Kraft, Liane Simmel;2017
Developing Node.js Applications on IBM Cloud;Ahmed S. Hassan, Mohamed Ewies, Ahmed Azraq;2017
Accounting Fraud, Second Edition;Gary Giroux;2017
Economics of Sustainable Development;Anup Sinha, Runa Sarkar;2017
Venture Capital Networks;Cristiano Bellavitis;2017
Scala for Java Developers: A Practical Primer;Toby Weston;2017
Product Management Essentials: Tools and Techniques for Becoming an Effective Technical Product Manager;Aswin Pranam;2017
Interactive C#: Fundamentals, Core Concepts and Patterns;Vaskaran Sarcar;2017
500 Ketogenic Recipes;Dana Carpender;2017
Java EE 8 Application Development;David R. Heffelfinger;2017
TensorFlow 1.x Deep Learning Cookbook;Amita Kapoor, Antonio Gulli;2017
SQL Server 2017 Administrator's Guide;Vladimír Mužný, Marek Chmel;2017
Beyond Earnings;Bryant Matthews, David Holland;2017
Essentials of Application Development on IBM Cloud;Uzma Siddiqui, Hala A. Aziz, Ahmed Azraq;2017
Programming Rust;Jason Orendorff, Jim Blandy;2017
Web Applications on Azure: Developing for Global Scale;Rob Reagan;2017
The PMI Guide to Business Analysis;Project Management Institute;2017
Analog Design and Simulation Using OrCAD Capture and PSpice, 2nd Edition;Dennis Fitzpatrick;2017
PySpark Recipes: A Problem-Solution Approach with PySpark2;Raju Kumar Mishra;2017
Expert Apache Cassandra Administration;Sam R. Alapati;2017
Oracle JET for Developers;Raja Malleswara Rao Pattamsetti;2017
Progressive Web Apps;David Hume;2017
Information Security Handbook;Darren Death;2017
Learning Angular - Second Edition;Pablo Deeleman, Christoffer Noring;2017
Kotlin Blueprints;Akshay Chordiya, Hardik Trivedi, Ashish Belagali;2017
Go in 24 Hours, Sams Teach Yourself: Next Generation Systems Programming with Golang, First Edition;George Ornbo;2017
Pro Power BI Desktop;Adam Aspin;2017
Privileged Attack Vectors: Building Effective Cyber-Defense Strategies to Protect Organizations;Brad Hibbert, Morey J. Haber;2017
How to Pay Zero Taxes, 2018: Your Guide to Every Tax Break the IRS Allows, 35th Edition;Jeff A. Schnepper;2017
The Adobe Photoshop Lightroom Classic CC Book: Plus an introduction to the new Adobe Photoshop Lightroom CC across desktop, web, and mobile;Martin Evening;2017
Statistical Analysis: Microsoft Excel 2016;Conrad Carlberg;2017
TypeScript 2.x for Angular Developers;Christian Nwamba;2017
Mastering Microservices with Java 9 - Second Edition;Sourabh Sharma;2017
Questions that Sell, 2nd Edition;Paul Cherry;2017
Windows Server 2016 Administration Fundamentals;Bekim Dauti;2017
Containerization with Ansible 2;Aric Renzo;2017
Reinforcement Learning : With Open AI, TensorFlow and Keras Using Python;Manisha Biswas, Abhishek Nandy;2017
DBA Transformations: Building Your Career in the Transition to On-Demand Cloud Computing and Extreme Automation;Michelle Malcher;2017
Using MVVM Light with your Xamarin Apps;Paul Johnson;2017
CompTIA® Security+ SY0-501 Cert Guide, Academic Edition, Second Edition;David L. Prowse;2017
The Financial Advisor's Success Manual;Craig CMIEL, David Leo;2017
Begin to Code with Python;Rob Miles;2017
Exam Ref 70-765 Provisioning SQL Databases, First Edition;Paul Marquardt, Joseph D'Antoni;2017
The Healthy Edit, 2nd Edition;John Rosenberg;2017
Ophthalmic Imaging;Christye Sisson;2017
The Prop Effects Guidebook;Eric Hart;2017
Cisco Firepower Threat Defense (FTD);Nazmul Rajib;2017
Deep Learning with Python;François Chollet;2017
Introduction to Python for Engineers and Scientists: Open Source Solutions for Numerical Computation;Sandeep Nagar;2017
Programming PIC Microcontrollers with XC8;Armstrong Subero;2017
Practical Programming, 3rd Edition;Paul Gries, Jason Montojo, Jennifer Campbell;2017
Developing Bots with Microsoft Bots Framework: Create Intelligent Bots using MS Bot Framework and Azure Cognitive Services;Ritesh Modi, Srikanth Machiraju;2017
Cross-Selling Financial Services;Clifton Warren;2017
Business Research Reporting;Dorinda Clippinger;2017
Conflict First Aid;Nancy Radford;2017
Econometrics for Daily Lives, Volume I;Tam Bang Vu;2017
Arts and Entrepreneurship;Julienne W. Shields, J. Mark Munoz;2017
The High Cost of Low Prices;David S. Jacoby;2017
Learning Pentaho Data Integration 8 CE - Third Edition;María Carina Roldán;2017
Reactive Programming in Kotlin;Rivu Chakraborty;2017
Public Relations Ethics;Amy Oliver Barnes, Marlene S. Neill;2017
Common Sense Finance;Sean Stein Smith;2017
A Refresher in Financial Accounting;Faisal Sheikh;2017
High-Speed Rail Planning, Policy, and Engineering, Volume IV;Terry L. Koglin;2017
Metasploit Revealed: Secrets of the Expert Pentester;Nipun Jaswal, Sagar Rahalkar;2017
Environment Modeling-Based Requirements Engineering for Software Intensive Systems;Zhi Jin;2017
Agile Strategy Management;Soren Lyngso;2017
Mathematical Foundations for Signal Processing, Communications, and Networking;Dinesh Rajan, Thomas Chen, Erchin Serpedin;2017
Theatre & Stage Photography;William Kenyon;2017
The Strategy Pathfinder, 3rd Edition;Stephen Cummings, Duncan Angwin;2017
The Astrophotography Manual, 2nd Edition;Chris Woodhouse;2017
Adobe Photoshop Elements 2018 Classroom in a Book, First Edition;Katrin Straub, John Evans;2017
Quick Boot;Pete Dice;2017
Systems, Automation, and Control;Olfa Kanoun, Faouzi Derbel, Nabil Derbel;2017
Pattern Recognition;Matthias Nagel, Matthias Richter, Jürgen Beyerer;2017
Security Principles for PHP Applications;Eric Mann;2017
Design Parameters of Electrical Network Grounding Systems;Osama El-Sayed Gouda;2017
Minds at Work: Managing for Success in the Knowledge Economy;Stephen J. Gill, David Grebow;2017
Knowledge Integration Strategies for Entrepreneurship and Sustainability;Neeta Baporikar;2017
Learning PostgreSQL 10 - Second Edition;Andrey Volkov, Salahaldin Juba;2017
Stream Analytics with Microsoft Azure;Manpreet Singh, Ryan Murphy, Krishna Venkataraman, Anindita Basak;2017
Understanding Design Thinking, Lean, and Agile;Jonny Schneider;2017
Complete Bootstrap: Responsive Web Development with Bootstrap 4;Ian Whitley, David Cochran, Bass Jobsen, Matt Lambert;2017
Adobe Master Class: Advanced Compositing in Adobe Photoshop CC: Bringing the Impossible to Reality with Bret Malley, Second Edition;Bret Malley;2017
Microsoft Computer Vision APIs Distilled : Getting Started with Cognitive Services;Alessandro Del Sole;2017
Business Process Automation with ProcessMaker 3.1 : A Beginner’s Guide;Dipo Majekodunmi;2017
Exploring Java 9: Build Modularized Applications in Java;Fu Cheng;2017
Global Perspectives on Religious Tourism and Pilgrimage;Riyad Eid, David John Edwards, Hatem El-Gohary;2017
Growth in the Age of Complexity: Steering Your Company to Innovation, Productivity, and Profits in the New Era of Competition;Stephen A. Wilson, Andrei Perumal;2017
Risk and Contingency Management: Breakthroughs in Research and Practice (Critical Exploration);Information Resources Management Association;2017
Value Sharing for Sustainable and Inclusive Development;Silvia Testamarta, Mario Risso;2017
The Role of Advisory Committees in Biomedical Education and Workforce Development: Emerging Research and Opportunities (Research Insight);Julie Neal, Argentina Ornelas;2017
Supporting Innovation Through National R&D Programs: Emerging Research and Opportunities (Research Insight);Amiram Porath;2017
The Morality of Weapons Design and Development: Emerging Research and Opportunities (Research Insight);John Forge;2017
Artist Toolbox: Color;Maury Aaseng;2017
How Did I Not See This Coming?: A New Manager's Guide to Avoiding Total Disaster;Katy Tynan;2017
Do Good;Anne Bahr Thompson;2017
Library Science and Administration: Concepts, Methodologies, Tools, and Applications (Critical Exploration);Information Resources Management Association;2017
Advancements in Applied Metaheuristic Computing;Nilanjan Dey;2017
Handbook of Research on Program Development and Assessment Methodologies in K-20 Education;Victor C.X. Wang;2017
Positioning Markets and Governments in Public Management;Karina Moreno, Helisse Levine;2017
Start-Up Enterprises and Contemporary Innovation Strategies in the Global Marketplace;Ramesh Behl, Rajagopal;2017
Handbook of Research on Applied Optimization Methodologies in Manufacturing Systems;Süleyman Tüfekçí, Ömer Faruk Yılmaz;2017
Instructional Strategies in General Education and Putting the Individuals With Disabilities Act (IDEA) Into Practice;Pam L. Epler;2017
Critical Assessment and Strategies for Increased Student Retention;Ruth Claire Black;2017
Radical Reorganization of Existing Work Structures Through Digitalization;Rahul Verma, Komal Singh, Punita Duhan;2017
Bridging Relational and NoSQL Databases;Ivica Coric, Drazena Gaspar;2017
Global Perspectives on Human Migration, Asylum, and Security;Christina M. Akrivopoulou;2017
Global Perspectives on Frameworks for Integrated Reporting: Emerging Research and Opportunities (Research Insight);Szilveszter Fekete Pali-Pista, Adriana Tiron-Tudor, Ioana Dragu;2017
Complementary and Alternative Medicine and Kidney Health;Dawn-Marie Walker, Li-Chia Chen, Annalisa Casarin, Mayuree Tangkiatkumjai;2017
Driving Green Consumerism Through Strategic Sustainability Marketing;Jihad Mohammad, Ramayah Thurasamy, Farzana Quoquab;2017
Cultivating Diverse Online Classrooms Through Effective Instructional Design;Karen L. Milheim;2017
Handbook of Research on Examining Global Peacemaking in the Digital Age;Bruce L. Cook;2017
Examining Cloud Computing Technologies Through the Internet of Things;Gurjit Kaur, Pradeep Tomar;2017
